,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
344,000016,深康佳A,0.18,233.64,,5.24,,42983.47,233.6,,10-31
345,600255,梦舟股份,0.02,0.0,,1.2,,4188.5,9.08,,10-31
346,000839,中信国安,0.0,-97.78,,0.08,,544.5,-97.8,,10-31
347,600275,ST昌鱼,-0.01,-74.69,,-5.01,,-719.47,-74.61,,10-31
348,601211,国泰君安,0.58,-27.5,14.18,4.47,,551223.63,-21.65,,10-31
349,600686,金龙汽车,0.1,-71.43,,1.76,,8594.71,-62.58,,10-31
350,000403,振兴生化,0.29,34.05,,13.5,,8038.81,37.0,,10-31
351,600703,三安光电,0.64,10.34,,12.31,,259361.07,9.09,,10-31
352,600329,中新药业,0.52,10.64,,8.67,,40090.63,11.52,,10-31
353,000936,华西股份,0.33,120.0,,6.49,,29319.32,125.92,,10-31
354,601688,华泰证券,0.61,-7.58,,4.88,,447980.34,-4.84,,10-31
355,600369,西南证券,0.05,-50.0,,1.55,,29698.38,-49.71,,10-31
356,000981,银亿股份,0.21,16.67,,4.83,,85322.77,55.61,,10-31
357,600010,包钢股份,0.05,63.43,,4.44,,230393.45,63.8,,10-31
358,001896,豫能控股,-0.27,-418.51,,-4.92,,-30486.5,-425.35,,10-31
359,601888,中国国旅,1.39,41.78,,18.04,,270522.55,41.79,,10-31
360,600029,南方航空,0.4,-43.66,,6.31,,417500.0,-40.78,,10-31
361,600789,鲁抗医药,0.22,197.33,,5.52,,14402.32,230.56,,10-31
362,000599,青岛双星,0.07,-56.25,,1.55,,5389.05,-48.7,,10-31
363,600078,澄星股份,0.01,-84.13,,0.21,,397.06,-90.51,,10-31
364,002356,赫美集团,-0.47,-228.3,,-14.9,,-24958.79,-318.1,,10-31
365,600469,风神股份,0.0,-100.83,,0.1,,187.0,-100.93,,10-31
366,000638,万方发展,-0.06,-177.76,,-1.14,,-1936.14,-177.7,,10-31
367,600113,浙江东日,0.27,12.5,,12.35,,8510.97,12.82,,10-31
368,000669,金鸿控股,0.25,-36.84,,4.05,,17041.32,-11.41,,10-31
369,600130,波导股份,0.05,-155.56,,4.07,,3501.02,-148.23,,10-31
370,600527,江南高纤,0.04,-14.81,,2.19,,5312.83,53.25,,10-31
371,600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
372,600151,航天机电,-0.17,-0.76,,-4.31,,-24207.63,-0.79,,10-31
373,000710,贝瑞基因,0.67,39.19,,14.26,,23898.62,49.5,,10-31
374,600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
375,002115,三维通信,0.31,507.99,,7.8,,16722.23,693.23,,10-31
376,000728,国元证券,0.1,-66.67,,1.31,,32812.56,-63.15,,10-31
377,600961,株冶集团,-2.98,-3825.0,,-925.98,,-157135.63,-3749.5,,10-31
378,600583,海油工程,-0.03,-142.86,,-0.61,,-13963.45,-146.22,,10-31
379,002147,ST新光,0.07,152.04,,1.53,,12393.31,151.76,,10-31
380,000803,金宇车城,-0.07,-75.86,,-37.96,,-846.78,-76.98,,10-31
381,600240,华业资本,-0.1,-115.7,,-2.02,,-13551.97,-114.94,,10-31
382,000021,深科技,0.3,-6.02,,7.25,,44083.56,-6.01,,10-31
383,000825,太钢不锈,0.71,88.13,,14.34,,406079.48,88.2,,10-31
384,603329,上海雅仕,0.36,-30.77,,6.41,,4695.92,-8.26,,10-31
385,600654,ST中安,-0.08,-11.11,,-5.1,,-10789.67,-4.58,,10-31
386,000065,北方国际,0.57,-16.18,,11.47,,44138.02,26.78,,10-31
387,000156,华数传媒,0.34,2.18,,4.6,,48268.82,2.18,,10-31
388,000903,云内动力,0.1,-5.83,,3.44,,19037.75,4.79,,10-31
389,000410,沈阳机床,-0.23,-77.45,,-22.56,,-17534.18,-77.58,,10-31
390,000923,河北宣工,0.11,-82.16,,0.81,,7193.03,-76.01,,10-31
391,601558,ST锐电,0.0,-99.5,,0.15,,196.58,-99.46,,10-31
392,000430,张家界,0.14,-33.19,,3.47,,5476.96,-22.46,,10-31
393,600356,恒丰纸业,0.18,-28.0,,2.6,,5480.3,-27.0,,10-31
394,000518,四环生物,-0.01,-127.83,,-1.51,,-939.21,-127.94,,10-31
395,000537,广宇发展,1.24,376.92,,18.89,,230689.41,1656.69,,10-31
396,600758,红阳能源,0.0,-99.22,,0.07,,370.29,-99.22,,10-31
397,002308,威创股份,0.16,-23.81,,4.17,,14709.63,-16.34,,10-31
398,601901,方正证券,0.06,-62.5,4.61,1.21,-0.89,45456.45,-65.84,,10-31
399,600036,招商银行,2.66,14.16,19.49,14.3,-6.93,6738000.0,14.58,,10-31
400,600416,湘电股份,-0.45,-850.0,,-6.86,,-42985.15,-892.31,,10-31
401,600061,国投资本,0.26,-50.0,,3.01,,109788.22,-43.03,,10-31
402,002024,苏宁易购,0.66,844.0,,7.7,,612676.4,812.11,,10-31
403,000606,顺利办,0.41,-701.61,,10.84,,31467.72,-701.46,,10-31
404,600083,博信股份,0.06,-3325.0,,20.71,,1484.57,-3192.1,,10-31
405,000626,远大控股,0.04,-89.94,,0.96,,2449.7,-89.93,,10-31
406,600515,海航基础,0.31,-18.47,,3.81,,122313.87,-18.47,,10-31
407,002717,岭南股份,0.57,-21.92,,14.73,,57217.73,87.77,,10-31
408,600136,当代明诚,0.27,170.0,,5.03,,13013.02,160.03,,10-31
409,600157,永泰能源,0.0,-92.45,,0.13,,3108.28,-92.45,,10-31
410,600917,重庆燃气,0.18,-10.0,,7.37,,28304.44,-8.26,,10-31
411,600175,美都能源,0.04,300.0,,1.0,,14544.57,433.36,,10-31
412,600571,信雅达,0.02,-66.67,,0.62,,928.54,-66.74,,10-31
413,600967,内蒙一机,0.21,8.95,,4.38,,34930.51,9.06,,10-31
414,000762,西藏矿业,-0.15,-1807.06,,-3.59,,-7559.24,-1804.63,,10-31
415,600605,汇通能源,0.12,28.13,,2.67,,1815.83,27.89,,10-31
416,002803,吉宏股份,1.15,248.48,,20.9,,13135.07,242.17,,10-31
417,601006,大秦铁路,0.82,7.89,,11.79,,1213412.68,7.98,,10-31
418,002821,凯莱英,1.15,30.68,,12.11,,26089.87,29.95,,10-31
419,601066,中信建投,0.3,-28.57,,5.36,,218547.43,-27.95,,10-31
420,000825,太钢不锈,0.71,88.13,,14.34,,406079.48,88.2,,10-31
421,603329,上海雅仕,0.36,-30.77,,6.41,,4695.92,-8.26,,10-31
422,600654,ST中安,-0.08,-11.11,,-5.1,,-10789.67,-4.58,,10-31
423,000065,北方国际,0.57,-16.18,,11.47,,44138.02,26.78,,10-31
424,000156,华数传媒,0.34,2.18,,4.6,,48268.82,2.18,,10-31
425,000903,云内动力,0.1,-5.83,,3.44,,19037.75,4.79,,10-31
426,000410,沈阳机床,-0.23,-77.45,,-22.56,,-17534.18,-77.58,,10-31
427,000923,河北宣工,0.11,-82.16,,0.81,,7193.03,-76.01,,10-31
428,601558,ST锐电,0.0,-99.5,,0.15,,196.58,-99.46,,10-31
429,000430,张家界,0.14,-33.19,,3.47,,5476.96,-22.46,,10-31
430,600356,恒丰纸业,0.18,-28.0,,2.6,,5480.3,-27.0,,10-31
431,000518,四环生物,-0.01,-127.83,,-1.51,,-939.21,-127.94,,10-31
432,000537,广宇发展,1.24,376.92,,18.89,,230689.41,1656.69,,10-31
433,600758,红阳能源,0.0,-99.22,,0.07,,370.29,-99.22,,10-31
434,002308,威创股份,0.16,-23.81,,4.17,,14709.63,-16.34,,10-31
435,601901,方正证券,0.06,-62.5,4.61,1.21,-0.89,45456.45,-65.84,,10-31
436,600036,招商银行,2.66,14.16,19.49,14.3,-6.93,6738000.0,14.58,,10-31
437,600416,湘电股份,-0.45,-850.0,,-6.86,,-42985.15,-892.31,,10-31
438,600061,国投资本,0.26,-50.0,,3.01,,109788.22,-43.03,,10-31
439,000599,青岛双星,0.07,-56.25,,1.55,,5389.05,-48.7,,10-31
440,600078,澄星股份,0.01,-84.13,,0.21,,397.06,-90.51,,10-31
441,002356,赫美集团,-0.47,-228.3,,-14.9,,-24958.79,-318.1,,10-31
442,600469,风神股份,0.0,-100.83,,0.1,,187.0,-100.93,,10-31
443,000638,万方发展,-0.06,-177.76,,-1.14,,-1936.14,-177.7,,10-31
444,600113,浙江东日,0.27,12.5,,12.35,,8510.97,12.82,,10-31
445,000669,金鸿控股,0.25,-36.84,,4.05,,17041.32,-11.41,,10-31
446,600130,波导股份,0.05,-155.56,,4.07,,3501.02,-148.23,,10-31
447,600527,江南高纤,0.04,-14.81,,2.19,,5312.83,53.25,,10-31
448,600883,博闻科技,0.05,-75.27,,1.61,,1075.46,-75.29,,10-31
449,600151,航天机电,-0.17,-0.76,,-4.31,,-24207.63,-0.79,,10-31
450,000710,贝瑞基因,0.67,39.19,,14.26,,23898.62,49.5,,10-31
451,600900,长江电力,0.81,0.94,,12.91,,1792242.4,0.94,,10-31
452,002115,三维通信,0.31,507.99,,7.8,,16722.23,693.23,,10-31
453,000728,国元证券,0.1,-66.67,,1.31,,32812.56,-63.15,,10-31
454,600961,株冶集团,-2.98,-3825.0,,-925.98,,-157135.63,-3749.5,,10-31
455,600583,海油工程,-0.03,-142.86,,-0.61,,-13963.45,-146.22,,10-31
456,002147,ST新光,0.07,152.04,,1.53,,12393.31,151.76,,10-31
457,002803,吉宏股份,1.15,248.48,,20.9,,13135.07,242.17,,10-31
458,601006,大秦铁路,0.82,7.89,,11.79,,1213412.68,7.98,,10-31
459,002821,凯莱英,1.15,30.68,,12.11,,26089.87,29.95,,10-31
460,601066,中信建投,0.3,-28.57,,5.36,,218547.43,-27.95,,10-31
461,600247,*ST成城,0.04,-104.0,,133.0,,1479.62,-104.02,,10-31
462,600642,申能股份,0.28,-14.86,,4.82,,125102.23,-14.84,,10-31
463,603336,宏辉果蔬,0.32,-17.95,,6.93,,5501.51,6.29,,10-31
464,000048,*ST康达,0.23,-290.89,,8.47,,8929.83,-290.91,,10-31
465,002856,美芝股份,0.24,-38.41,,4.32,,2892.03,-19.36,,10-31
466,601186,中国铁建,0.9,15.38,,10.11,,1264612.2,20.11,,10-31
467,600680,*ST上普,-0.29,-37.77,,-35.87,,-11102.86,-37.61,,10-31
468,000301,东方盛虹,0.22,33.82,,8.63,,65027.74,224.72,,10-31
469,000929,兰州黄河,-0.18,-258.28,,-4.73,,-3390.24,-258.35,,10-31
470,000503,国新健康,-0.13,-26.66,,-8.58,,-11327.29,-26.66,,10-31
471,000524,岭南控股,0.24,14.29,,6.32,,16198.95,14.74,,10-31
472,600746,江苏索普,-0.0,-101.84,,-0.26,,-126.63,-101.86,,10-31
473,000973,佛塑科技,0.04,-33.85,,1.88,,4162.07,-33.71,,10-31
474,600000,浦发银行,1.44,-0.69,14.49,10.48,-12.34,4320700.0,3.14,,10-31
475,000543,皖能电力,0.17,198.75,,3.05,,30058.56,198.94,,10-31
476,603678,火炬电子,0.56,53.68,,9.58,,25228.09,52.95,,10-31
477,002024,苏宁易购,0.66,844.0,,7.7,,612676.4,812.11,,10-31
478,000606,顺利办,0.41,-701.61,,10.84,,31467.72,-701.46,,10-31
479,600083,博信股份,0.06,-3325.0,,20.71,,1484.57,-3192.1,,10-31
480,000899,赣能股份,0.19,15.61,,4.1,,18715.54,15.63,,10-31
481,603477,振静股份,0.2,-23.08,,5.9,,4800.15,3.76,,10-31
482,600312,平高电气,0.0,-99.5,,0.03,,224.35,-99.52,,10-31
483,000425,徐工机械,0.2,75.68,,6.38,,150790.14,93.85,,10-31
484,600352,浙江龙盛,0.98,69.78,,17.43,,317885.58,69.78,,10-31
485,600370,三房巷,0.06,21.12,,3.62,,4665.53,21.19,,10-31
486,600754,锦江股份,0.91,22.5,,6.97,,87191.22,22.51,,10-31
487,000982,*ST中绒,-0.29,36.29,,-31.85,,-52393.4,36.09,,10-31
488,601818,光大银行,0.5,-1.96,5.42,9.5,,2776000.0,9.15,,10-31
489,600030,中信证券,0.6,-7.69,,4.81,,731458.91,-7.73,,10-31
490,601966,玲珑轮胎,0.74,23.33,,9.5,,88395.99,22.79,,10-31
491,600057,厦门象屿,0.34,-8.11,,7.86,,81882.97,65.47,,10-31
492,000595,宝塔实业,-0.01,-132.26,,1.16,,-749.58,-131.51,,10-31
493,600074,*ST保千,-0.15,-188.24,,,,-36663.89,-190.85,,10-31
494,603020,爱普股份,0.3,-27.31,,4.99,,9640.15,-27.32,,10-31
495,603766,隆鑫通用,0.3,-9.12,,9.22,,60980.35,-11.71,,10-31
496,603810,丰山集团,1.58,49.71,,16.5,,9497.25,49.71,,10-31
497,000670,盈方微,-0.07,186.18,,-16.67,,-5752.94,186.73,,10-31
498,600131,岷江水电,0.22,84.75,,9.17,,10983.62,85.14,,10-31
499,600170,上海建工,0.19,-9.52,,7.82,,181109.63,-4.62,,10-31
500,000729,燕京啤酒,0.22,0.0,,4.65,,61092.77,0.09,,10-31
501,600584,长电科技,0.01,-90.83,,0.15,,1747.31,-89.42,,10-31
502,000758,中色股份,0.09,-21.42,,3.27,,16969.75,-21.45,,10-31
503,600207,安彩高科,-0.03,304.0,,-1.38,,-2617.83,305.29,,10-31
504,601001,大同煤业,0.39,0.0,,11.12,,65776.26,0.35,,10-31
505,000004,国农科技,-0.03,-52.24,,-2.02,,-259.18,-52.31,,10-31
506,000806,银河生物,-0.11,-4700.0,,-5.68,,-11637.6,-4687.59,,10-31
507,601021,春秋航空,1.58,6.76,,11.98,,141228.6,18.89,,10-31
508,600241,时代万恒,-0.11,-237.5,,-2.24,,-3184.6,-282.89,,10-31
509,002501,利源精制,-0.33,-186.84,,-5.07,,-39576.86,-187.48,,10-31
510,600638,新黄浦,0.18,-84.36,,2.94,,12294.81,-81.24,,10-31
511,601111,中国国航,0.51,-17.74,,7.68,,693740.8,-16.2,,10-31
512,600655,豫园股份,0.33,-0.9,,4.95,,114003.94,139.18,,10-31
513,002212,南洋股份,0.02,-33.33,,0.31,,2515.39,-25.33,,10-31
514,600281,太化股份,-0.07,-10.64,,-6.37,,-3454.35,-10.67,,10-31
515,000066,中国长城,0.07,-30.12,,3.26,,20799.61,-30.47,,10-31
516,600676,交运股份,0.2,-4.13,,3.71,,21009.38,-4.12,,10-31
517,002868,绿康生化,0.5,-27.54,,8.34,,5968.08,-16.74,,10-31
518,000157,中联重科,0.17,0.0,,3.41,,130288.98,1.6,,10-31
519,000411,英特集团,0.36,23.94,,8.51,,7485.33,23.97,,10-31
520,002938,鹏鼎控股,0.75,70.45,,11.68,,156211.88,85.06,,10-31
521,601727,上海电气,0.15,5.36,,3.88,,216911.6,15.54,,10-31
522,600376,首开股份,0.55,102.5,,6.52,,173158.59,89.62,,10-31
523,600759,洲际油气,0.05,-392.18,,2.28,,11834.14,-392.3,,10-31
524,000989,九芝堂,0.38,-35.08,,7.33,,33447.49,-35.08,,10-31
525,600018,上港集团,0.22,7.3,,7.27,,510912.3,7.26,,10-31
526,600393,粤泰股份,0.25,-46.81,,10.46,,62860.1,-47.27,,10-31
527,002004,华邦健康,0.24,4.35,,4.98,,47821.84,4.03,,10-31
528,601908,京运通,0.24,33.33,,7.09,,47972.09,31.53,,10-31
529,600856,中天能源,0.13,-61.59,,3.65,,18311.24,-55.74,,10-31
530,603058,永吉股份,0.21,54.1,,10.02,,8987.55,54.63,,10-31
531,600119,长江投资,-0.95,-1283.62,,-46.72,,-29108.17,-1301.13,,10-31
532,600158,中体产业,0.05,12.63,,2.69,,4434.3,12.58,,10-31
533,600555,海航创新,-0.0,-97.86,,-0.2,,-376.97,-97.86,,10-31
534,603160,汇顶科技,0.7,-59.06,,8.86,,31873.45,-58.21,,10-31
535,000736,中交地产,0.66,-283.33,,13.49,,29571.04,-379.89,,10-31
536,600193,*ST创兴,0.05,-116.07,,10.08,,1928.18,-116.19,,10-31
537,603226,菲林格尔,0.84,-1.18,,10.14,,7795.71,27.0,,10-31
538,000792,盐湖股份,-0.44,41.21,,-6.2,,-121334.58,41.21,,10-31
539,601007,金陵饭店,0.2,-17.7,,4.07,,5995.4,-17.66,,10-31
540,603920,世运电路,0.41,-10.87,,6.89,,16439.59,3.65,,10-31
541,600578,京能电力,0.09,200.0,,2.64,,59705.52,166.79,,10-31
542,002775,文科园林,0.4,-42.51,,9.42,,19274.57,11.37,,10-31
543,603198,迎驾贡酒,0.62,16.98,,11.91,,49809.34,16.44,,10-31
544,600199,金种子酒,0.0,-67.78,,0.07,,162.47,-67.38,,10-31
545,600595,中孚实业,-0.22,-375.0,,-7.59,,-41739.41,-403.73,,10-31
546,600612,老凤祥,1.89,10.14,,16.67,,98780.13,10.14,,10-31
547,601012,隆基股份,0.61,-45.54,,11.36,,169117.05,-24.53,,10-31
548,000016,深康佳A,0.18,233.64,,5.24,,42983.47,233.6,,10-31
549,600255,梦舟股份,0.02,0.0,,1.2,,4188.5,9.08,,10-31
550,000839,中信国安,0.0,-97.78,,0.08,,544.5,-97.8,,10-31
551,600275,ST昌鱼,-0.01,-74.69,,-5.01,,-719.47,-74.61,,10-31
552,601211,国泰君安,0.58,-27.5,14.18,4.47,,551223.63,-21.65,,10-31
553,600686,金龙汽车,0.1,-71.43,,1.76,,8594.71,-62.58,,10-31
554,000403,振兴生化,0.29,34.05,,13.5,,8038.81,37.0,,10-31
555,600703,三安光电,0.64,10.34,,12.31,,259361.07,9.09,,10-31
556,600329,中新药业,0.52,10.64,,8.67,,40090.63,11.52,,10-31
557,000936,华西股份,0.33,120.0,,6.49,,29319.32,125.92,,10-31
558,601688,华泰证券,0.61,-7.58,,4.88,,447980.34,-4.84,,10-31
559,600369,西南证券,0.05,-50.0,,1.55,,29698.38,-49.71,,10-31
560,000981,银亿股份,0.21,16.67,,4.83,,85322.77,55.61,,10-31
561,600010,包钢股份,0.05,63.43,,4.44,,230393.45,63.8,,10-31
562,601858,中国科传,0.24,20.0,,5.76,,19018.01,22.24,,10-30
563,300675,建科院,0.03,12.61,,0.88,,367.17,12.57,,10-30
564,600794,保税科技,0.02,-136.75,,1.62,,2914.92,-136.85,,10-30
565,300691,联合光电,0.4,-61.7,,6.32,,5539.53,-20.28,,10-30
566,603007,花王股份,0.29,20.83,,9.44,,9817.02,22.93,,10-30
567,603025,大豪科技,0.35,-46.97,,17.44,,32574.88,9.64,,10-30
568,603776,永安行,0.67,-34.31,,5.44,,9016.9,13.75,,10-30
569,300089,文化长城,0.3,156.97,,6.43,,13672.96,173.81,,10-30
570,603042,华脉科技,-0.03,-106.56,,-0.49,,-421.38,-106.93,,10-30
571,603809,豪能股份,0.79,-43.52,,7.68,,11864.13,5.43,,10-30
572,300105,龙源技术,-0.01,,,-0.32,,-527.91,-339.71,,10-30
573,300121,阳谷华泰,0.92,103.76,,23.17,,31554.23,146.65,,10-30
574,603106,恒银金融,0.16,-72.37,,3.12,,5002.19,-59.47,,10-30
575,300444,双杰电气,0.35,245.7,,14.84,,20112.53,556.01,,10-30
576,002420,毅昌股份,-1.05,131.63,,-43.51,,-42232.55,131.62,,10-30
577,600547,山东黄金,0.41,-14.58,,4.62,,77014.29,-13.92,,10-30
578,002746,仙坛股份,0.71,97.22,,10.0,,21971.29,236.65,,10-30
579,300137,先河环保,0.27,-1.46,,8.68,,14723.71,55.78,,10-30
580,603900,莱绅通灵,0.63,-12.5,,9.11,,21330.3,-13.31,,10-30
581,002780,三夫户外,0.02,-126.14,,0.32,,205.57,-128.58,,10-30
582,000757,浩物股份,0.17,186.67,,11.8,,7771.98,177.06,,10-30
583,600981,汇鸿集团,0.44,175.0,,12.67,,97946.57,179.63,,10-30
584,300169,天晟新材,0.01,11.54,,0.32,,378.3,12.06,,10-30
585,603978,深圳新星,0.51,-61.65,,6.1,,8202.4,-0.58,,10-30
586,601000,唐山港,0.19,-20.83,,7.45,,110846.35,0.58,,10-30
587,300185,通裕重工,0.05,25.0,,3.06,,15629.96,11.06,,10-30
588,002163,中航三鑫,-0.06,-0.0,,-6.74,,-4612.07,1.74,,10-30
589,600617,国新能源,0.01,98.28,,0.34,,1251.74,98.93,,10-30
590,603305,旭升股份,0.57,29.55,,18.49,,22994.18,42.35,,10-30
591,300525,博思软件,0.02,-91.56,,0.5,,240.11,-80.81,,10-30
592,000040,东旭蓝天,1.05,333.88,,11.55,,140460.42,334.4,,10-30
593,002850,科达利,0.21,-82.5,,1.94,,4378.59,-73.91,,10-30
594,603359,东珠生态,0.76,-22.45,,11.38,,24080.38,38.15,,10-30
595,300576,容大感光,0.26,0.0,,7.36,,3115.66,0.11,,10-30
596,600691,阳煤化工,0.06,24.1,,2.82,,10936.48,23.93,,10-30
597,600317,营口港,0.09,38.38,,5.11,,56241.11,38.4,,10-30
598,600708,光明地产,0.45,29.78,,9.42,,101191.94,68.72,,10-30
599,600335,国机汽车,0.47,-25.58,,6.36,,48876.97,-25.59,,10-30
600,300286,安科瑞,0.36,-34.55,,10.98,,7810.57,0.26,,10-30
601,603556,海兴电力,0.63,-42.2,,5.83,,27894.33,-32.19,,10-30
602,600339,中油工程,0.09,-3.33,,2.25,,51860.97,-0.47,,10-30
603,300613,富瀚微,1.07,-44.55,,4.94,,4849.33,-40.0,,10-30
604,002280,联络互动,0.06,292.16,,2.08,,14125.88,323.85,,10-30
605,000523,广州浪奇,0.03,-20.93,,1.13,,2102.33,-6.59,,10-30
606,601788,光大证券,0.26,-47.19,,2.42,,117677.61,-48.15,,10-30
607,000995,*ST皇台,-0.24,-36.84,,,,-4190.84,-37.82,,10-30
608,601872,招商轮船,0.08,-39.32,,1.66,,43991.76,-37.33,,10-30
609,600021,上海电力,0.29,71.78,,5.6,,71374.87,95.26,,10-30
610,002312,三泰控股,-0.11,-137.93,,-4.55,,-15107.28,-137.85,,10-30
611,603648,畅联股份,0.34,-21.33,,7.91,,12562.83,4.88,,10-30
612,300663,科蓝软件,-0.3,-46.43,,-9.4,,-6096.61,-0.54,,10-30
613,002007,华兰生物,0.82,22.7,,15.05,,75958.82,22.69,,10-30
614,601928,凤凰传媒,0.43,26.38,,8.53,,110351.34,26.37,,10-30
615,600048,保利地产,0.81,15.71,,8.67,,959562.93,16.04,,10-30
616,603677,奇精机械,0.27,-49.06,,5.76,,5210.07,-25.69,,10-30
617,600798,宁波海运,0.11,15.55,,4.15,,11722.42,15.58,,10-30
618,300044,赛为智能,0.14,-42.76,,4.74,,10930.67,23.29,,10-30
619,601991,大唐发电,0.11,-26.78,,3.42,,176155.8,-7.74,,10-30
620,300367,东方网力,0.23,16.19,,5.11,,19196.36,16.75,,10-30
621,300695,兆丰股份,2.03,-16.8,,8.13,,13511.85,10.62,,10-30
622,300061,康旗股份,0.33,-8.33,,6.48,,22519.96,20.35,,10-30
623,603011,合锻智能,0.09,12.5,,2.22,,3818.28,2.81,,10-30
624,600082,海泰发展,0.0,-102.53,,0.06,,107.75,-102.48,,10-30
625,600477,杭萧钢构,0.24,-38.56,,13.77,,42813.3,-19.93,,10-30
626,000625,长安汽车,0.24,-80.17,,2.46,,116308.15,-79.98,,10-30
627,300077,国民技术,0.39,333.33,,8.21,,21949.3,334.32,,10-30
628,603029,天鹅股份,-0.05,66.67,,-0.7,,-490.44,73.83,,10-30
629,600100,同方股份,-0.19,210.45,,-2.77,,-57243.34,210.63,,10-30
630,300730,科创信息,0.02,-51.4,,0.97,,383.86,10.75,,10-30
631,002698,博实股份,0.19,47.92,,6.65,,13108.56,45.95,,10-30
632,002071,长城影视,0.21,0.09,,15.81,,11194.75,0.08,,10-30
633,603816,顾家家居,1.9,26.67,,18.3,,78554.06,26.7,,10-30
634,300748,金力永磁,0.31,16.26,,13.52,,11457.11,16.28,,10-30
635,600141,兴发集团,0.5,24.38,,5.07,,39148.33,61.58,,10-30
636,002413,雷科防务,0.09,28.57,,2.81,,10630.2,39.73,,10-30
637,600537,亿晶光电,0.06,20.0,,1.8,,6526.95,9.19,,10-30
638,600892,大晟文化,0.01,-91.76,,0.39,,774.5,-91.74,,10-30
639,300130,新国都,0.31,72.22,,6.07,,12094.41,156.04,,10-30
640,002429,兆驰股份,0.08,-27.4,,4.13,,35623.54,-27.43,,10-30
641,600558,大西洋,0.07,94.59,,3.4,,6493.89,94.07,,10-30
642,000720,*ST新能,0.43,-195.86,,39.95,,55539.85,-195.85,,10-30
643,600929,湖南盐业,0.11,-5.37,,4.6,,9933.93,6.92,,10-30
644,002124,天邦股份,0.1,-65.53,,3.95,,12084.22,-45.07,,10-30
645,300469,信息发展,0.09,254.17,,1.72,,729.52,337.56,,10-30
646,603196,日播时尚,0.09,-60.06,,2.23,,2090.11,-53.64,,10-30
647,300485,赛升药业,0.44,-46.99,,8.78,,21016.61,5.18,,10-30
648,603963,大理药业,0.04,-92.31,,1.17,,540.63,-86.15,,10-30
649,600593,大连圣亚,0.84,-13.4,,18.86,,9132.01,1.99,,10-30
650,002790,瑞尔特,0.44,-41.93,,7.65,,11281.4,-7.1,,10-30
651,600992,贵绳股份,0.07,25.0,,1.24,,1703.38,23.65,,10-30
652,300178,腾邦国际,0.48,26.32,,10.47,,29391.22,37.31,,10-30
653,600610,*ST毅达,-0.02,-2070.0,,-87.38,,-2174.1,-3843.42,,10-30
654,002808,恒久科技,0.12,19.26,,4.28,,2354.85,19.29,,10-30
655,000796,凯撒旅游,0.38,-9.72,,14.52,,31169.89,-8.22,,10-30
656,601010,文峰股份,0.11,-11.5,,4.44,,19628.71,-8.7,,10-30
657,000012,南玻A,0.17,-48.48,,5.39,,46911.63,-34.02,,10-30
658,002509,天广中茂,0.1,-41.18,,5.02,,25946.42,-37.22,,10-30
659,300227,光韵达,0.28,-16.73,,8.43,,6167.79,24.93,,10-30
660,300221,银禧科技,0.06,-80.89,,1.36,,3058.98,-80.02,,10-30
661,600265,ST景谷,-0.16,14.29,,-116.72,,-2113.84,12.76,,10-30
662,000045,深纺织A,0.02,-65.71,,0.51,,1226.88,-63.59,,10-30
663,300561,汇金科技,0.09,-83.02,,2.34,,1585.04,-64.14,,10-30
664,000887,中鼎股份,0.86,10.26,,12.85,,105058.53,10.45,,10-30
665,300253,卫宁健康,0.12,43.43,,6.92,,19258.22,44.12,,10-30
666,603398,邦宝益智,0.15,-31.82,,4.83,,3092.57,-33.21,,10-30
667,002552,宝鼎科技,0.08,-900.0,,4.21,,2518.94,-831.98,,10-30
668,000159,国际实业,0.06,-150.45,,1.28,,2683.39,-150.42,,10-30
669,600694,大商股份,2.67,21.36,,10.25,,78519.03,21.45,,10-30
670,300269,联建光电,0.31,-44.45,,3.84,,19178.38,-44.51,,10-30
671,600712,南宁百货,-0.07,250.0,,-3.6,,-3758.11,201.17,,10-30
672,601577,长沙银行,1.21,10.0,8.74,14.75,,372918.3,10.18,,10-30
673,000952,广济药业,0.53,61.04,,16.27,,13224.86,61.19,,10-30
674,002600,领益智造,-0.05,-150.0,,-3.59,,-35186.81,-252.62,,10-30
675,300317,珈伟新能,0.01,-95.84,,0.23,,1111.84,-95.91,,10-30
676,000540,中天金融,0.68,91.3,,25.83,,473086.08,185.77,,10-30
677,300011,鼎汉技术,0.06,45.95,,1.25,,3124.18,51.75,,10-30
678,603639,海利尔,2.33,42.94,,18.01,,31714.65,66.28,,10-30
679,300662,科锐国际,0.51,34.21,,13.79,,9206.82,62.0,,10-30
680,000584,哈工智能,0.16,58.65,,5.58,,10071.92,58.66,,10-30
681,600797,浙大网新,0.15,-31.82,,3.5,,15842.28,-23.65,,10-30
682,600803,新奥股份,0.88,125.64,,13.87,,103484.78,169.33,,10-30
683,002027,分众传媒,0.33,2.41,,39.36,,480976.08,22.81,,10-30
684,600070,浙江富润,0.27,8.0,,6.08,,14198.43,8.64,,10-30
685,603709,中源家居,0.65,-30.85,,10.4,,4876.31,-13.62,,10-30
686,600459,贵研铂业,0.35,2.94,,5.99,,12012.4,35.57,,10-30
687,300065,海兰信,0.24,17.2,,6.92,,8518.29,16.53,,10-30
